COL title VAL HDD 35 4TB Seagate IronWolf Pro NAS ST4000NE001 COL price VAL 154.10	COL title VAL Canon Ink Jet Cartridge PGI-72 PBK/GY/PM/PC/CO Multipack 40433 COL price VAL 55.99	0
COL title VAL JABRA Evolve 20 UC USB - Mono COL description VAL The Jabra EVOLVE 20 UC Mono is a professional headset specifically designed to improve conversations. Its state-of-the-art, noise-canceling microphone eliminates noise, so you can hear more and be better focused on the conversation. COL price VAL 717.00 COL priceCurrency VAL ZAR	COL title VAL Jabra Evolve 20 SE Special Edition UC monaural USB COL brand VAL Jabra COL price VAL 40.70 COL priceCurrency VAL EUR	0
COL title VAL Shimano - CLEATS SH-10 FIXED RED COL brand VAL Shimano COL price VAL 35.00 COL priceCurrency VAL AUD	COL title VAL Western Digital My Book Micro-USB B 3.0 (3.1 Gen 1) 3000GB N COL description VAL 3000 GB 3.5\\\" HDD 3.0 Micro-USB B COL price VAL 143.443635 COL priceCurrency VAL EUR	0
COL title VAL Kingston Digital Canvas Select 128GB microSD Card w/ Adapter (SDCS-128GB) COL brand VAL Kingston Digital COL description VAL Kingston's Canvas Select microSD card is designed to be reliable, making it ideal for filming in HD and shooting hi-resolution photos. You can be confident that your memories will be safe when documenting life's adventures on your Android smartphone or point and shoot camera. This card has a 128GB capacity to provide plenty of space to capture an e...	COL title VAL Gigabyte Radeon RX 5500 XT OC 4GB GDDR6 COL price VAL 859 COL priceCurrency VAL PLN	0
COL title VAL Shimano Chain Ultegra Deore XT Road / Mountain / E - Bike 11speed Silver CN HG701 COL brand VAL Shimano COL description VAL Shimano Ultegra/Deore XT CN-HG701-11 Sil-Tec 116L 11sp Chain with Quick Link COL price VAL 75.00 COL priceCurrency VAL AUD	COL title VAL RAZER MAMBA ELITE ERGONOMIC WIRED GAMING MOUSE COL brand VAL Razer COL description VAL Incredibly Accurate: True 16,000 DPI 5G Optical Sensor; Up to 450 inches per second (IPS) / 50 G acceleration Extended Razer Chroma Lighting Zones: Customization with maximum visibility Razer Mechanical Switch: Durable up to 50 million clicks Advanced Ergonomics: Improved side grips for hours of comfortable gameplay 9 Programmable Buttons: Individu... COL price VAL 6649.00 COL priceCurrency VAL INR	0
COL title VAL Swiss Military Hanowa06-4307.30.007 Undercover Multifunction montre COL brand VAL Swiss Military Hanowa COL description VAL Swiss Made Gents Watch with Day-Date COL price VAL 169.95 COL priceCurrency VAL EUR	COL title VAL Swiss Military Hanowa06-5161.2.04.007 Flagship Uhr COL brand VAL Swiss Military Hanowa COL description VAL Black & Steel Swiss Made Watch with Date COL price VAL 249.00 COL priceCurrency VAL EUR	0
COL title VAL AMD Ryzen 5 2600X - 4.25 GHz - 6-core - 12 threads - 19 MB cache - Socket AM4 - Box COL brand VAL AMD COL description VAL IcecatLive.getDatasheet('#IcecatLive',{'UserName': 'rosedoyle', 'Brand':'AMD','ProductCode':'YD260XBCAFBOX'},'en', 200);SpecificationsGeneralProduct TypeProcessorProcessorType / Form FactorAMD Ryzen 5 2600XNumber of Cores6-coreNumber of Threads12 threadsCache19 MBCache Memory Details19 MBProcessor Qty1Clock Speed4.25 GHzCompatible Processor SocketS... COL price VAL 296.39 COL priceCurrency VAL EUR	COL title VAL Evans EMAD2 Clear Bass Batter COL description VAL Evans EMAD2 series features two plies of film. The outer ply of 6.5mil and an inner ply of 10mil film provides an enhanced attack, focus and durability. The EMAD2 contains two interchangeable damping rings that maximize attack and low-end without removing the head or reaching inside the drum. The unparalleled industry standard Externally Mounted Ad... COL price VAL 4.699E1 COL priceCurrency VAL USD	0
COL title VAL SanDisk SSD PLUS v2 - 120GB COL description VAL Solid State Drive, 120 GB, intern, 2.5\", SATA 6Gb/s COL price VAL 338.00 COL priceCurrency VAL NOK	COL title VAL Samsung 970 EVO Plus 250GB SSD COL description VAL PCIe Gen 3.0 x 4, NVMe 1.3, V-NAND TLC, Up to 3500/2300MB/s read/write, 150TBW COL price VAL 949.00 COL priceCurrency VAL NOK	0
COL title VAL WS-C2960L-16TS-LL: Cisco Catalyst WS-C2960L-16TS-LL COL brand VAL Cisco COL description VAL Pricing varies with condition (new, refurbished) and quantity. Please request a quick quote for the most accurate and up to date pricing. COL price VAL 580.00 COL priceCurrency VAL USD	COL title VAL PHILIPS MONITOR LED IPS 24\" (23.8) 16:9 FULLHD VGA DVI HDMI 243V7QDSB COL description VAL Philips Monitor LCD Full HD 243V7QDSB/00, 60,5 cm (23.8\"), 1920 x 1080 pixels, LED, 5 ms, 250 cd/m², Preto COL price VAL 130.06 COL priceCurrency VAL EUR	0
COL title VAL Epson T0487 Multipack (Black, Cyan, Magenta, Yellow, Light Cyan, Light Magenta) COL brand VAL Epson COL description VAL to fit: Epson Stylus Photo RX500, Stylus Photo RX600, Stylus Photo RX620, Stylus Photo RX640 COL price VAL 111.22 COL priceCurrency VAL GBP	COL title VAL Garmin Fēnix® 5S Plus Silver with Black Band 010-01987-21 smartwatch COL brand VAL Garmin COL description VAL For athletes and outdoor adventurers, the fēnix 5 Plus Series watches are the high-performance way to beat yesterday and bring your maps and music along. These rugged, premium-crafted watches feature routable color mapping, wrist-based heart rate, storage for up to 500 songs and our Garmin Pay contactless payment solution. COL price VAL 583.25 COL priceCurrency VAL EUR	0
COL title VAL SRAM Sram Level Ultimate, Level TLM Disc Brake Pads COL brand VAL SRAM COL description VAL Original equipment pads for no-compromise disc brake performance. COL price VAL 25.00 COL priceCurrency VAL USD	COL title VAL Sram Level Ultimate TLM Hydraulic Road Sintered Disc Brake Pads COL description VAL SRAM road disc brake pads are all-new and designed for use with SRAM road hydraulic disc brakes (HRD). The pad set includes a bleed block tool for proper piston set-up For use with Level Ultimate & Level TLM Brakes.Specifications:Pad Material (DB) Organic, SinteredBacker Material Aluminum, SteelType (DB Pads) Road/CX, ROAD/CX/MTBFor use with SRAM r... COL price VAL 23.0 COL priceCurrency VAL GBP	0
COL title VAL WD Blue 1TB 2.5" SATA Internal Solid State Drive SSD 550MB/s HDD | Discount Computer Needs COL description VAL View and shop for WD Blue 1TB 2.5" SATA Internal Solid State Drive SSD 550MB/s HDD, Solid State Drives, and many more products at Discount Computer Needs. COL price VAL 209.95 COL priceCurrency VAL AUD	COL title VAL WD Wds100t2b0a 1tb Blue 3d Nand SSD COL description VAL Ready for your high performance computing needs, a WD Blue™ 3D NAND SATA SSD offers high capacity, enhanced reliability, and blazing speed. A WD Blue 3D NAND SATA SSD uses 3D NAND technology not only for higher capacities (up to 2TB than the previous generation WD Blue SSDs, but also to help reduce COL price VAL 129.98 COL priceCurrency VAL USD	1
COL title VAL Canon 4871B001 (PGI-29 GY) Ink cartridge gray, 724 pages, 36ml COL description VAL The LUCIA ink range of professional inks deliver rich, high density colours excellent colour gamut and reliable quality. This pigment-based ink system offers outstanding photo permanence. The 36ml grey ink tank allows you to print up to 790 photos in 10x15cm or 179 in A3size.Compatible Printers: Canon Pixma Pro 1SPECIFICATIONSTechnical details Prin... COL price VAL 26.99 COL priceCurrency VAL GBP	COL title VAL Genuine Canon PGI-29 Grey Ink Cartridge (PGI29GOEM) COL brand VAL Canon COL price VAL 26.99 COL priceCurrency VAL GBP	1
COL title VAL Corsair Carbide SPEC-OMEGA RGB Black ATX Cube Case, Tempered Glass Window, No PSU, 2x USB 3.0, HD Audio, 2x HD120 RGB Fan / Lighting Node PRO pre-installed COL description VAL Corsair Carbide SPEC-OMEGA RGB Black ATX Cube Case, Tempered Glass Window, No PSU, 2x USB 3.0, HD Audio, 2x HD120 RGB Fan / Lighting Node PRO pre-installed COL price VAL 269.00 COL priceCurrency VAL AUD	COL title VAL Corsair 110R Tempered Glass Black ATX Case, Tempered Glass Side Window, No PSU, 2x USB 3.1, HD Audio, 120mm Fan pre-installed COL description VAL Corsair 110R Tempered Glass Black ATX Case, Tempered Glass Side Window, No PSU, 2x USB 3.1, HD Audio, 120mm Fan pre-installed COL price VAL 109.00 COL priceCurrency VAL AUD	0
COL title VAL Logitech HD Pro Webcam C920 - webkamera COL description VAL Kabeltilslutning USB 2.0, Farve Sort, OS systemkrav Microsoft Windows 7 64-bit Edition,Google Chrome OS,Microsoft Windows Vista / 7 / 8 / 10	COL title VAL LOGITECH C922 PRO STREAM FULL HD WEBCAM (960-001090)-WRTY 1YR W/BANLEONG COL description VAL Warranty : 1 Year with Local Distributor - Ban Leong COL price VAL 189.00 COL priceCurrency VAL SGD	0
COL title VAL Corsair 8GB (1x8GB) 3000MHz CL16 Vengeance LPX Black COL price VAL 159 COL priceCurrency VAL PLN	COL title VAL Corsair 8GB (1x8GB) 2666MHz CL16 Vengeance LPX Black COL price VAL 169 COL priceCurrency VAL PLN	0
COL title VAL Dura-Ace 9100 11-Speed Cassette 11-25T COL brand VAL Shimano COL description VAL ##Shimano Dura-Ace 9100 11-Speed Cassette 11-25TImprove your shifting efficiency with the Shimano Dura-Ace 9100 11-Speed Cassette 11-25T. This pro-level cassette is ultra-lightweight and features Shimano's rider tuned gearing for smooth shifting no matter what ratio you are running. The spider is constructed from a carbon fibre reinforced polymer (... COL price VAL 199 COL priceCurrency VAL GBP	COL title VAL Shimano Dura-Ace CS-R9100 Cassette 11-speed COL description VAL Shimano Dura-Ace CS-R9100 Cassette 11-speed COL price VAL 22265 COL priceCurrency VAL JPY	0
COL title VAL APC - Replacement Battery Cartridge #117 COL description VAL APC Replacement Battery Cartridge #117 (APCRBC117) - Kapacitet: 0VA - Produkt: Extra batteri	COL title VAL Ryze Tello - Battery Charging Hub COL description VAL The Tello Battery Charging Hub is designed for use with Tello Flight Batteries. It can accommodate up to three Tello Flight Batteries at the same time. The Tello Battery Charging Hub charges batteries in sequence according to their voltage levels, from highest to lowest.TipsThe Battery Charging Hub does not include a charger. Please use it together... COL price VAL 12.4 COL priceCurrency VAL EUR	0
COL title VAL Corsair Crystal Series 570X RGB CC-9011098-WW Steel / Tempered Glass ATX Mid Tower Case COL brand VAL Corsair COL description VAL Corsair Crystal Series 570X RGB CC-9011098-WW Steel / Tempered Glass ATX Mid Tower Case COL price VAL 179.99 COL priceCurrency VAL USD	COL title VAL Shimano Shimano Cs-R9100 Cassette 11-25 Dura-Ace 11-Speed COL brand VAL Shimano COL description VAL Cassette Sprocket COL price VAL 339.99 COL priceCurrency VAL AUD	0
COL title VAL TAG HEUER MONACO AUTOMATIC CHRONOGRAPH COL description VAL Calibre 11 - Automatic Chronograph COL price VAL 5.9E3 COL priceCurrency VAL USD	COL title VAL Crucial MX500 250GB 2.5 SATA SSD COL description VAL Crucial 250GB SSD, MX500, 2.5 SATAIII, Read up to 560MB/s, Write up to 510MB/s, IOPS R/W upto 95/90K, 1.8M Hours MTBF, 100TBW COL price VAL 59.00 COL priceCurrency VAL AUD	0
COL title VAL Seiko Mens Presage Automatic Blue Date Dial Stainless Steel Bracelet Watch SRPD41J1 COL brand VAL Seiko COL description VAL PRESAGE SS BW BLU DL DT COL price VAL 428.00 COL priceCurrency VAL GBP	COL title VAL Seiko Prospex Diver Sumo Green Mens Stainless Steel SPB103J1 COL brand VAL Seiko COL description VAL There is nothing not to love about this diving watch with its masculine active appeal combined with what is a very classy all-round look.The precision finish of the watch ensures that the sporty lines and details are all the more crisp.Green is selected for the high-visibility dial and tachymeter bezel which is so plush and unusual, contrasting the... COL price VAL 740.00 COL priceCurrency VAL GBP	0
COL title VAL Corsair 110R Tempered Glass Mid-Tower ATX Case COL brand VAL Corsair COL description VAL Product InformationA SUBTLE SHOWCASEThe 110R's minimalist design ensures that your system can fit in almost any environment and displays your components through a beautiful tempered glass side panel.FLEXIBLE STORAGE OPTIONSSupports up to four drives for the storage options you need: two 2.5in trays and two combo 3.5in / 2.5in trays in a removable c... COL price VAL 51.97 COL priceCurrency VAL GBP	COL title VAL AAA Replica Audemars Piguet Royal Oak Offshore Chronograph Watch 26470OR.OO.1000OR.02 COL description VAL AAA Replica Audemars Piguet Royal Oak Offshore Chronograph Watch 26470OR.OO.1000OR.02 for sale from China with good prices.	0
COL title VAL APC Schneider SMART-UPS SRT 3000VA RM 230V COL description VAL Part Number :SRT3000RMXLI COL price VAL 4706.00 COL priceCurrency VAL AUD	COL title VAL APC - Schneider SMART-UPS 1000VA LCD 230V COL description VAL Part Number :SMT1000I COL price VAL 924.00 COL priceCurrency VAL AUD	0
COL title VAL Jabra BIZ 2300 USB MS Mono - headset COL description VAL Jabra BIZ 2300 USB Microsoft Lync Mono provides USB connectivity optimized for Microsoft Lync in contact center environments. COL price VAL 158.99 COL priceCurrency VAL CAD	COL title VAL Jabra BIZ 2300 USB MS Headset Mono COL description VAL Application:PC / notebook|Headset type:Monaural|Fit:On-ear|Connection:Wired|Wireless:-|Connectors:USB|Noise-cancellation (NC):Yes|Active noise-cancellation (ANC):No|Optimised for:Skype for Business|Standards:TCO Certified|Weight:0.049 kg|Product type:Headset| COL price VAL 127.66 COL priceCurrency VAL EUR	1
COL title VAL Kingston Technology A400 2.5 \"240 GB Serial ATA III TLC COL description VAL A400, 240 GB, 2.5 \", 500 MB / s, 6 Gbit / s COL price VAL 39.68 COL priceCurrency VAL EUR	COL title VAL HD SSD 2.5 120 GB Crucial BX500 COL description VAL Crucial BX500, 120 GB, 2.5, Serial ATA III, 540 MB/s, COL price VAL 21.55	0
COL title VAL Daniel Wellington Classic Collection Sheffield DW00100036 COL price VAL 940.00 COL priceCurrency VAL DKK	COL title VAL Relógio Daniel Wellington Classic Sheffield DW00100020 COL price VAL 160.00 COL priceCurrency VAL EUR	0
COL title VAL Memoria USB Kingston Technology - Color blanco, 16 GB, USB 3.0 COL description VAL Memoria USB Kingston Technology - Color blanco, 16 GB, USB 3.0 COL price VAL 104.00 COL priceCurrency VAL MXN	COL title VAL Memorie USB KINGSTON DataTraveler microDuo, USB 3.0-microUSB, 16GB, 70MBs/15MBs, negru	0
COL title VAL Manfrotto MVH502AH Video Head - Flat Base COL brand VAL Manfrotto COL description VAL The Manfrotto MVH502AH Pro Video Head is a professional aluminium video head that features variable fluid mechanisms to ensure the head pans 360 smoothly and accurately.The maximum load capacity is 4kg (4000g) and comes with a quick release plate (504PLONG).The plate offers bothand 3/8 male thread mounting screws to accommodate for all types of Dig... COL price VAL 144.99 COL priceCurrency VAL GBP	COL title VAL Manfrotto MVH502AH Fluid Video Head with MT055XPRO3 Tripod COL description VAL The Manfrotto MVH502AH Fluid Video Head with MT055XPRO3 Tripod makes up the MVK502055XPRO3 video hybrid kit, a professional video setup that gives you excellent shooting versatility. Thanks to an 8.82 lbs counterbalance mechanism and fluid drag pan and tilt cartridges, users have extremely precise control over all smooth movements that the MVH502AH... COL price VAL 419.99 COL priceCurrency VAL USD	1
COL title VAL Originln toner OKI 44992402 (ern) COL brand VAL Znaka: Originln COL description VAL Originln spotebn materil pro tiskrny OKI COL price VAL 2149 COL priceCurrency VAL CZK	COL title VAL Orologio Garmin Venu 010-02173-12 Venu COL brand VAL Garmin COL description VAL GPS Smartwatch with AMOLED screen COL price VAL 379.99 COL priceCurrency VAL EUR	0
COL title VAL Oakley Sunglasses Jawbreaker OO9290-20 Matt Black Prizm Road COL description VAL BrandOakleyModelJawbreakerColor CodeOO9290-20Frame ColorMatt BlackLens ColorPrizm RoadFrame MaterialPlasticStyleSportLens Size131Bridge Size0Temple Size121 COL price VAL 1.3999E2 COL priceCurrency VAL USD	COL title VAL DJI Mavic 2 Car Battery Charger COL description VAL The Mavic 2 Car Charger is used to charge the Intelligent Flight Battery through a car's cigarette lighter port. It comes with low-voltage protection to ensure enough starting battery voltage for the car. Overheating protection will automatically cut off charging if your cigarette lighter port exceeds a certain temperature.Specifications:Operating ... COL price VAL 69.0 COL priceCurrency VAL GBP	0
COL title VAL 34\" Blaze 3 Pro Cart COL description VAL The finest in outdoor cooking just got better with high-performance, industry leading heavy-gauge materials and commercial quality craftsmanship in the Blaze Professional.This all stainless steel grill cart is specifically designed to house the Blaze Professional 3-burner gas grill and matches the sleek contours of the grill.The stainless steel con... COL price VAL 1,099.99 COL priceCurrency VAL USD	COL title VAL Epson - Premium Semi-Gloss Photo Paper - A4 - 20 Fogli - C13S041332 COL description VAL Carta fotografica semilucida premium 20fg 251gr 210x297mm EPSON COL price VAL 23.88 COL priceCurrency VAL EUR	0
COL title VAL Nikon AF-S NIKKOR FX 50mm F1.8G Lens COL description VAL An essential lens if ever there was one, theAF-S NIKKOR 50mm f/1.8GfromNikonis the classic normal-length prime featuring a bright maximum aperture and lightweight design. Corresponding to the natural field of view, the 50mm focal length is well-suited for a wide variety of subjects, including everything from landscape to portraiture. The f/1.8 desi... COL price VAL 1.9695E2 COL priceCurrency VAL USD	COL title VAL Nikon AF-S NIKKOR 24-85mm f/3.5-4.5 G ED VR Lens COL price VAL 679.99 COL priceCurrency VAL CAD	0
COL title VAL Seagate IronWolf 6TB 3,5'' 256MB ST6000VN0033 COL brand VAL Seagate COL description VAL Seagate IronWolf 6TB 3,5'' 256MB ST6000VN0033 COL price VAL 0	COL title VAL Traveler's Company 001. LINED REFILL MIDORI TRAVELER'S NOTEBOOK COL brand VAL Traveler's Company COL price VAL 3.50 COL priceCurrency VAL GBP	0
COL title VAL CORSAIR CRYSTAL 570X RGB Mid-Tower Case, 3 RGB Fans, Tempered Glass - White| CC-9011110-WW COL description VAL Clearly SuperiorWith immaculate tempered glass enclosing the entire chassis, every component of your build is on display for all to see, including three vivid SP120 RGB LED fans and a built-in LED controller. COL price VAL 775 COL priceCurrency VAL AED	COL title VAL Corsair Crystal 570X RGB Midi Tower Hvit COL description VAL Vifter: 3x 120mm RGB LED front, ATX, mATX, mITX COL price VAL 2067.00 COL priceCurrency VAL NOK	1
COL title VAL RAM Mount 28 - 38mm Handlebar Base 1.5\" C Ball COL brand VAL RAM Mount COL description VAL RAM Torque 1 1/8\" - 1 1/2\" Diameter Handlebar/Rail Base with 1.5\" BallThe RAM Torque handlebar and rail mounting base has a 1.5\" rubber ball and accommodates bars 1 1/8 - to 1 1/2 in diameter.Sizing inserts are included to provide a snug fit and protection of the rail.The mount utilizes nylon-insert locknuts to prevent loosening in high vibrati... COL price VAL 45.00 COL priceCurrency VAL AUD	COL title VAL Kingston Canvas Select Plus 128GB microSD - With Adaptor COL description VAL Class 10 UHS-I speeds up to 100 MB/s*, Optimised for use with Android devices, Capacities up to 512 GB**, 100/85 MB/s Read/Write COL price VAL 17.19 COL priceCurrency VAL GBP	0
COL title VAL SanDisk 32GB Extreme Pro SDSDXPK-032G-GN4IN SDHC Memory Card C10 COL brand VAL SanDisk COL description VAL SDSDXPK-032G-GN4IN CRC 32GB 17p SDHC r300MB/s w260MB/s 2000x Class 10 UHS-II U3 4K SanDisk Extreme Pro Secure Digital High Capacity Card w/o Adapter Retail COL price VAL 54.85 COL priceCurrency VAL USD	COL title VAL Kingston Canvas Select Plus 32GB SD COL description VAL Minneskort, Class 10 COL price VAL 83.00 COL priceCurrency VAL SEK	0
COL title VAL 64GB SanDisk Extreme micro SD XC Memory Card V-Class 30 U3 4K Video A1 100MB/s COL brand VAL sandisk COL description VAL SanDisk Extreme microSDHC Memory Card Plus SD Adapter with A1 App Performance Up to 100MB/s, Class 10, U3, V30*** Refurbished by SANDISK *** Like new / 12 months seller warranty / 30 days rtn policy / oem - non retail packageFast just got fasterCapture more action with the SanDisk Extreme microSDHC/SDXC UHS-I cards with transfer speeds of up to 100... COL price VAL 9.50 COL priceCurrency VAL GBP	COL title VAL Canon EF 100mm f/2.8 L Macro IS USM COL brand VAL Canon COL description VAL L-series qualityThe L-series is Canon's flagship professional lens range, representing the best in precision-designed EF optics. L-series lenses combine superior performance with superlative handling, and are resistant to dust and moisture.Hybrid Image StabilizerThe new Image Stabilizer designed specifically for inclusion in a macro lens. It is abl... COL price VAL 979 COL priceCurrency VAL EUR	0
COL title VAL ASUS GeForce RTX 2080 SUPER 8GB DUAL OC EVO COL description VAL ASUS GeForce RTX 2080 SUPER 8GB DUAL OC EVO COL price VAL 9596.00 COL priceCurrency VAL SEK	COL title VAL HD 3,5 4TB 7200RPM IRONWOLF PRO 128 MB SATA3 SEAGATE COL price VAL 153.99 COL priceCurrency VAL EUR	0
COL title VAL AMD Ryzen 5 2600X - 4.25 GHz - 6-core - 12 threads - 19 MB cache - Socket AM4 - Box COL brand VAL AMD COL description VAL IcecatLive.getDatasheet('#IcecatLive',{'UserName': 'rosedoyle', 'Brand':'AMD','ProductCode':'YD260XBCAFBOX'},'en', 200);SpecificationsGeneralProduct TypeProcessorProcessorType / Form FactorAMD Ryzen 5 2600XNumber of Cores6-coreNumber of Threads12 threadsCache19 MBCache Memory Details19 MBProcessor Qty1Clock Speed4.25 GHzCompatible Processor SocketS... COL price VAL 296.39 COL priceCurrency VAL EUR	COL title VAL AMD RYZEN 5 2400G Quad-Core 3.6 GHz (3.9 GHz Max Boost) Socket AM4 65W YD2400C5FBBOX Desktop Processor COL brand VAL AMD COL description VAL AMD RYZEN 5 2400G Quad-Core 3.6 GHz (3.9 GHz Max Boost) Socket AM4 65W YD2400C5FBBOX Desktop Processor	0
COL title VAL Ubiquiti UniFi AP AC Pro Indoor / Outdoor Access Point 5 Pack COL description VAL TheUbiquiti UniFi AP AC Pro 5 Packfeatures the latest Wi-Fi 802.11ac, 3x3 MIMO technology in a refined industrial design and is ideal for deployment of maximum‑performance wireless networks.Ubiquiti UniFi AC Pro AP 5 Pack Key Features5 x UAP-AC-Pro models802.11ac3x3 MIMOSimultaneous dual-band2.4GHz throughput of 450Mbps5GHz throughput of 1300Mbps2 ... COL price VAL 543.15 COL priceCurrency VAL GBP	COL title VAL Ubiquiti UniFi AP-AC-IW In Wall Access Point - 5 Pack COL description VAL TheUbiquiti UniFi AC In-Wall APtransforms an Ethernet wall connection into a dual-band 802.11AC Wi-Fi Access Point. It features two Gigabit Ethernet ports, one of which delivers PoE to power and connect an 802.3af device to the network.UAP-AC-IW Key Features802.11AC Wi-FiTwo Gigabit Ethernet ports300 Mbps at 2.4GHz867 Mbps at 5GHz100m RangeTheUniFi... COL price VAL 362.55 COL priceCurrency VAL GBP	0
COL title VAL TP-Link TL-SG1024DE 24-Port Gigabit Easy Smart Switch, 24 10/100/1000Mbps RJ45 ports,MTU/Port/Tag-based VLAN, QoS, IGMP Snooping COL description VAL 24-Port Gigabit Easy Smart Switch2410/100/1000Mbps RJ45 portsProvides network monitoring, traffic prioritization and VLAN featuresGreen technology reduces power consumptionSimple network set-up on top of plug-and-play connectivityWeb-based user interface and management utility simplify configurationBUY NOWWhat This Product DoesThe TL-SG1024DE 24-Po... COL price VAL 9.999E1 COL priceCurrency VAL USD	COL title VAL Asus ROG Strix X570-F Gaming ATX - motherboard COL brand VAL ASUS COL description VAL Buy Asus ROG Strix X570-F Gaming ATX - motherboard at multitronic.fi, as well as find price, description and specifications online.	0
COL title VAL DJI Mavic 2 Car Charger COL description VAL The DJI Mavic 2 Car Charger has a maximum output power of 80W, allowing you to charge batteries while driving. It features overheating protection and low-voltage protection technology to ensure a safe and reliable charge and drive. It works for both the Mavic 2 Pro and Mavic 2 Zoom. COL price VAL 69.99 COL priceCurrency VAL USD	COL title VAL DJI Accessory CP.PT.000562 Mavic Part 6 Car Charger Retail COL description VAL The Mavic Car Charger is used to charge the Intelligent Flight Battery through a cars cigarette lighter port. It comes with low-voltage protection to ensure enough starting battery voltage for the car. Overheating protection will automatically cut off charging if your cigarette lighter port exceeds COL price VAL 65.00 COL priceCurrency VAL USD	0
COL title VAL Epson - Ink Cartridge Black 10K COL price VAL 3905.00 COL priceCurrency VAL CZK	COL title VAL Epson T8651 Patron Black 10K (Eredeti) COL description VAL WP-M5690DWF/WP-M5190DW COL price VAL 52042	1
COL title VAL Asus PRIME B450-PLUS(PRIME B450-PLUS) COL price VAL 32585 COL priceCurrency VAL HUF	COL title VAL ASUS Scheda Madre TUF GAMING X570-PLUS AMD COL price VAL € 259,00 COL priceCurrency VAL EUR	0
COL title VAL Jabra BIZ2300 2399-823-109 DUO USB Headset MS COL brand VAL Jabra COL description VAL Jabra BIZ2300 2399-823-109 DUO USB Headset MS:Corded stereo headset that provides connectivity certified for Skype for BusinessAir shock microphone360 swiveling boom armBIZ2300 has high-definition sound with HD Voice and get crystal clear, intelligible communicationKevlar® reinforced cordNoise Canceling MicrophonePeakStop technology immediately rem... COL price VAL 160.0 COL priceCurrency VAL USD	COL title VAL Jabra Biz 2300 USB UC Duo Headset 2399-829-109 COL description VAL Stereo headset for contact centres, USB cable for use with UC (Unified Communications) softphones, Supports all leading UC applications and softphones including Windows and Mac... COL price VAL 103.80 COL priceCurrency VAL GBP	0
COL title VAL Shimano Pedal PD-RS500 SL Black COL brand VAL Shimano COL price VAL 99.99 COL priceCurrency VAL AUD	COL title VAL Cartucho tinta negro l epson t7031 - 24ml - big ben - para wp-4595 dnf/dtwf/ 4535dwf / 4525dnf / 4515dn / 4095dn / 4025dw / COL brand VAL EPSON COL price VAL 36.5 COL priceCurrency VAL EUR	0
COL title VAL Epson C13T603100 T6031 Black Ink 220ml COL description VAL Epson Black Photo Inkjet Cartridge (220ml) to fit Epson Stylus Pro 7400/7800/9400/9800 machines. Type: Inkjet Cartridges, Brand: Epson, Colour: Photo Black, Ink Volume: 220ml, Barcode: 010343864443Spicers code: 132256VOW code: EP603100	COL title VAL Epson Stylus Pro 9880 Black Photo Ink COL description VAL Epson Stylus Pro 9880 Black Photo Ink COL price VAL 93.88 COL priceCurrency VAL GBP	1
COL title VAL Sandisk Cruzer Force 16GB USB 2.0 Flash Drive - SDCZ71-016G-B35 COL description VAL DURABLE AND STYLISHThe Cruzer Force USB Flash Drive is durable and its sleek design brings style to file storage.AVAILABLE IN CAPACITIES UP TO 32GBWith capacities as large as 64GB1, the Cruzer Force USB Flash Drive can hold even bulky files. Keep your most important files in easy reach, including HD video, high-resolution images, music, and persona... COL price VAL 2.60 COL priceCurrency VAL KWD	COL title VAL Sandisk 64gb Cruzer Glide USB Flash Drive COL description VAL At a glanceProfessional, reliable, portable slider designShare, store and protect up to 128GB* of filesPassword-protects and encrypts private files†Up to 2GB* secure online backup†† offered by YuuWaa™Available in 4GB, 8GB, 16GB, 32GB, 64GB and 128GB* capacitiesFull product descriptionThe 64GB* Cruzer Glide™ USB Flash Drive is designed to offer rema... COL price VAL 8.99 COL priceCurrency VAL GBP	0
COL title VAL Lexmark - Toner cartridge -black - 3500 pages - LRPE260A11E COL description VAL Lexmark E260A11E Lexmark - Toner cartridge -black - 3500 pages - LRPE260A11ELexmark - Toner cartridge -black - 3500 pages - LRPE260A11EWeight & dimensionsPackage weight795 gQuantity per pallet126 pcsTechnical detailsArchival storage life2 year(s)Pallet weight117.5 kg (259 lbs)Lexmark - Toner cartridge -black - 3500 pages - LRPE260A11E COL price VAL 1.2403E2 COL priceCurrency VAL EUR	COL title VAL Epson - Ink Cartridge Black 10K COL price VAL 3905.00 COL priceCurrency VAL CZK	0
COL title VAL SRAM XG-1090 PowerDome-X 10sp Cassette COL description VAL Superlight PowerDome-X construction: middle 8 cogs are heat treated and CNC-machined from a single piece of 4130 CrMo steel, providing a harder and ultimately lighter product than titaniumLightening ports in larger cog shelves mated with a spider-ported aluminum big cog and steel 11t 1st-position cog mirror the strength and weight savings borrowed ... COL price VAL 328.0 COL priceCurrency VAL USD	COL title VAL Cooler Master MasterLiquid ML120L V2 RGB Universal Socket 120mm PWM 1800RPM RGB LED AiO Liquid CPU Cooler COL description VAL MASTERLIQUID ML120L V2 RGB- New Generation Dual Chamber Pump- Enlarged Surface Area on Radiator- New SickleFlow 120 RGB- Reinforced Sealing for Anti-Leaking PreventionRGB 16.7 Million ColoursCompatible with...- Asus Aura Sync- Gigabyte RGB Fusion Ready- MSI Mystic Light Sync- ASRock Polychrome SyncIMPROVED. QUALITY. PERFORMANCE.New pump design with... COL price VAL 834.99 COL priceCurrency VAL SEK	0
